Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Update me on Supply Chain Content,Get updates on DM Content,I agree to pay the amount through cheque,A free copy of Mastering The Interview
0,5,No,No,1,958,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,235,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,168,3.5,1,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,495,1.0,2,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,32,2.0,3,22,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1530,2.0,3,29,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,369,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,154,5.0,2,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,406,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1584,1.5,1,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,141,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,116,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,166,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,247,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1264,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,148,3.0,0,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,187,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,641,2.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,146,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,257,2.5,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,29,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,12,2.33,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,127,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,238,2.0,0,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,24,6.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1508,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,72,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1591,7.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1561,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,128,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1343,2.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,71,1.0,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,342,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,310,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,139,13.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,676,3.0,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,221,2.0,1,31,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,217,4.0,3,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,157,1.0,2,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,Yes,No,0,738,1.5,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,752,1.33,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1059,2.5,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,206,1.5,3,10,9,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,336,5.67,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,54,2.0,0,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1171,2.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,7,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,989,2.0,1,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,187,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,726,4.0,3,20,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,143,2.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,381,2.0,3,28,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,15,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1669,2.0,3,12,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,932,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,213,4.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,360,2.0,3,10,10,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1385,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1184,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,105,1.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1603,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,2,No,No,1,724,2.17,3,10,17,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,416,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1354,3.0,3,29,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,969,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1763,1.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,143,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,13,2.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,225,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,16,1.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,143,2.5,1,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,24,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1328,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,Yes,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,Yes,No,1,156,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1311,1.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,Yes,No,0,0,0.0,2,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1575,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1675,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1766,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,Yes,No,0,157,3.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1148,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1233,4.5,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1152,3.0,3,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1224,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1125,3.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1483,2.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,69,3.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,2058,5.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,Yes,No,0,155,5.0,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,963,8.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,288,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1376,4.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,5,2.0,3,24,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,190,1.0,2,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,3,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,521,3.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,275,4.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1163,2.0,0,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,437,2.0,3,10,6,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,84,2.0,3,22,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,459,5.0,3,10,7,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,293,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,730,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1534,2.0,3,10,5,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,10,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,762,2.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,291,1.5,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1290,3.5,3,10,17,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,135,1.5,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,662,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,1494,6.67,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1996,4.0,1,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1833,4.0,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1449,1.5,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,465,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1775,2.67,3,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,887,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,1,1738,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,428,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,78,4.5,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,1290,2.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,29,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,763,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,463,2.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,217,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,167,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,620,1.5,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,93,3.0,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,144,5.0,1,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1375,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1396,2.0,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1063,4.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,258,1.0,2,31,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,219,2.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,692,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1647,4.0,3,10,3,0,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,257,4.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1115,2.25,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,1599,1.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,1139,2.33,2,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,341,3.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1248,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1115,1.33,1,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,73,4.0,3,10,16,4,0,No,No,No,No,No,Yes,No,No,No,No,No,0
0,0,Yes,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,1103,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,144,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,36,3.0,1,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,290,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,168,2.5,3,29,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,735,8.0,3,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,340,4.0,1,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1295,5.0,3,10,0,3,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,1795,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1190,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,Yes,No,0,623,5.0,2,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,62,3.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,204,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,111,2.0,3,10,5,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,752,4.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,1,1441,2.0,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,932,2.5,1,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,869,1.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1529,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,228,4.0,1,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1314,1.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1098,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,124,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,419,1.0,0,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,861,2.0,3,10,5,1,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,938,1.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,1,306,1.25,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1107,2.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,98,2.5,1,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1839,3.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,932,2.0,3,10,12,4,0,Yes,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,86,1.0,0,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,89,1.5,3,10,0,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,37,2.0,3,10,8,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1348,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,150,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,712,2.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1764,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,287,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,244,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,1403,6.0,2,0,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,884,1.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,3,4.0,3,10,17,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,60,2.0,1,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1599,1.0,3,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,150,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,1162,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1606,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,30,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,193,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,Yes,No,0,497,5.0,2,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1184,5.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1265,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1216,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,253,5.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,79,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,338,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,1058,1.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1298,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1062,2.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,Yes,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,1,1324,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1135,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,177,1.5,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1914,3.67,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,816,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,233,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,132,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
